job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
1623,Schmidt-Payne,Finance,Computer Vision Engineer,"Reinforcement Learning, PyTorch, GCP, R, Excel",Senior,Full-time,"Kyleside, JP",99722-119999,26-02-2024,Startup,"LangChain, KDB+"
1624,"Ortiz, Hill and Anderson",Healthcare,Data Analyst,"Pandas, Excel, FastAPI, Reinforcement Learning, LangChain",Entry,Remote,"West Cynthiaton, SM",102547-147531,11-01-2024,Startup,"TensorFlow, FastAPI, PyTorch"
1625,Dalton-Galloway,E-commerce,Quant Researcher,"Azure, Excel, Power BI, C++, NumPy",Mid,Internship,"East Priscilla, DO",124126-178761,04-12-2024,Mid,"KDB+, FastAPI, MLflow"
1626,Brown-Garcia,Healthcare,Computer Vision Engineer,"PyTorch, AWS, LangChain, Pandas, GCP",Mid,Internship,"Dillonville, TL",100455-199953,28-04-2024,Mid,"FastAPI, LangChain"
1627,"Ramirez, Morrison and Shaffer",Healthcare,ML Engineer,"SQL, Azure, MLflow, LangChain",Mid,Full-time,"East Bobbymouth, LU",142229-217303,12-12-2024,Mid,KDB+
1628,Fisher LLC,Automotive,NLP Engineer,"AWS, NumPy, CUDA, Azure, SQL, Hugging Face",Mid,Full-time,"Changview, CU",99303-165542,24-06-2024,Mid,"TensorFlow, FastAPI"
1629,Barnes-Gonzalez,Automotive,NLP Engineer,"Keras, PyTorch, Azure, C++, Python, LangChain",Mid,Remote,"New Cameron, IR",127730-194274,30-06-2024,Mid,LangChain
1630,"Mann, Taylor and Martin",Tech,Computer Vision Engineer,"LangChain, Scikit-learn, Hugging Face",Mid,Full-time,"Wendytown, KR",68119-160582,10-02-2024,Startup,"MLflow, Scikit-learn, FastAPI"
1631,Bush and Sons,Education,Computer Vision Engineer,"PyTorch, CUDA, Keras",Entry,Contract,"Robertstown, GA",72082-92167,23-05-2025,Startup,BigQuery
1632,"Callahan, Sullivan and Flynn",Retail,Computer Vision Engineer,"Hugging Face, GCP, R, Scikit-learn",Mid,Full-time,"Port Jennifer, ES",124909-151333,06-10-2023,Large,"MLflow, TensorFlow, KDB+"
1633,Joseph-Romero,Retail,Quant Researcher,"Power BI, LangChain, FastAPI, Flask, SQL, Scikit-learn",Mid,Contract,"Kristenberg, AL",102584-198324,15-10-2024,Startup,"BigQuery, MLflow, TensorFlow"
1634,"Singh, Shannon and Castaneda",Automotive,AI Product Manager,"NumPy, Reinforcement Learning, GCP, Azure, LangChain, Scikit-learn",Entry,Remote,"West Justin, IN",51986-73985,14-10-2024,Mid,"KDB+, TensorFlow, LangChain"
1635,"Johnson, Sweeney and Hall",Tech,AI Researcher,"Azure, Flask, PyTorch, Excel, Pandas",Mid,Contract,"Lindachester, PA",132003-197338,20-09-2024,Startup,"FastAPI, MLflow, PyTorch"
1636,Wu Inc,Healthcare,Data Analyst,"TensorFlow, Power BI, MLflow, Flask, CUDA, Reinforcement Learning",Entry,Remote,"Barnesfurt, SV",44162-104297,03-07-2025,Large,"BigQuery, FastAPI, MLflow"
1637,Lopez-Williams,Healthcare,Data Analyst,"PyTorch, NumPy, SQL, FastAPI",Senior,Contract,"North Mark, IN",62381-112625,23-07-2024,Mid,FastAPI
1638,Hughes-Figueroa,Healthcare,Computer Vision Engineer,"TensorFlow, Pandas, Excel, LangChain, MLflow",Entry,Internship,"Castilloborough, CH",144304-184146,07-05-2025,Mid,"MLflow, BigQuery"
1639,"Randall, Grant and Rosario",Finance,AI Researcher,"Hugging Face, FastAPI, AWS, Scikit-learn, Keras",Mid,Internship,"Kimberlyfort, BJ",55918-137614,08-06-2025,Startup,"KDB+, FastAPI"
1640,Griffith Ltd,Education,NLP Engineer,"SQL, Pandas, AWS, Power BI, Scikit-learn",Entry,Contract,"Johnstad, ET",59275-147698,17-03-2025,Mid,"Scikit-learn, PyTorch"
1641,"Smith, Woods and Tucker",Retail,Data Analyst,"TensorFlow, AWS, Flask",Mid,Full-time,"South Dylanmouth, SY",51956-109837,10-08-2025,Mid,KDB+
1642,Frazier Inc,Automotive,NLP Engineer,"Hugging Face, FastAPI, TensorFlow, GCP",Mid,Contract,"North Joel, PG",61087-81523,08-08-2025,Large,TensorFlow
1643,"Torres, Campbell and Krause",Tech,ML Engineer,"TensorFlow, Keras, R",Mid,Internship,"East Hollyfurt, AR",132865-203559,07-04-2024,Large,"MLflow, TensorFlow, KDB+"
1644,Snyder Group,Finance,NLP Engineer,"CUDA, Azure, Python, Scikit-learn, Power BI",Senior,Remote,"North Susan, SG",146176-197876,16-03-2025,Mid,BigQuery
1645,Lucas-Morris,Retail,Quant Researcher,"Azure, TensorFlow, AWS, Flask, Reinforcement Learning, LangChain",Mid,Remote,"Jordanshire, PS",92934-116186,14-07-2024,Mid,"KDB+, BigQuery"
1646,Martinez-Weaver,Education,Data Scientist,"Python, Power BI, Flask",Senior,Full-time,"Lake Valerie, IN",116015-126987,22-03-2024,Large,"LangChain, KDB+"
1647,Mendez and Sons,Retail,AI Researcher,"Scikit-learn, AWS, Python, MLflow",Senior,Internship,"Jonesbury, PA",141959-220411,19-08-2024,Mid,FastAPI
1648,"Johnson, Wright and Quinn",Automotive,NLP Engineer,"LangChain, R, C++",Senior,Internship,"North Brian, FI",139741-206786,23-12-2024,Startup,"PyTorch, Scikit-learn"
1649,"Mitchell, Collins and Collins",E-commerce,Computer Vision Engineer,"Azure, C++, TensorFlow, Hugging Face, Python, PyTorch",Senior,Internship,"Cobbtown, SZ",149199-230455,06-02-2025,Large,TensorFlow
1650,Williams-Torres,E-commerce,Data Analyst,"CUDA, SQL, Keras, Azure, LangChain, Reinforcement Learning",Entry,Remote,"Port Tiffanystad, DO",115250-161664,24-12-2024,Startup,"MLflow, PyTorch"
1651,Martinez Group,Education,Quant Researcher,"LangChain, Keras, Python, FastAPI, R, C++",Senior,Full-time,"Gabriellaborough, HT",45887-128800,23-08-2025,Startup,"TensorFlow, KDB+, PyTorch"
1652,Weaver-Mcdonald,Tech,AI Product Manager,"Python, Power BI, GCP",Entry,Internship,"West Richard, SV",59665-114017,26-10-2024,Mid,LangChain
1653,Cook-Jarvis,E-commerce,ML Engineer,"TensorFlow, Power BI, Scikit-learn, Python, GCP, SQL",Mid,Full-time,"Jayton, GB",109287-149769,07-11-2023,Large,LangChain
1654,Moreno-Sanchez,Automotive,AI Researcher,"GCP, MLflow, TensorFlow",Mid,Internship,"Fosterville, TT",116431-187700,14-09-2024,Mid,"KDB+, BigQuery, Scikit-learn"
1655,Kline Group,Education,Computer Vision Engineer,"Flask, Scikit-learn, NumPy",Mid,Contract,"Lake Donaldstad, NP",126575-163610,20-06-2025,Mid,"PyTorch, MLflow, TensorFlow"
1656,Brown and Sons,Finance,AI Researcher,"NumPy, Reinforcement Learning, AWS, Power BI, PyTorch, SQL",Mid,Contract,"Lake Chris, AO",41897-72820,13-01-2024,Startup,"KDB+, MLflow, BigQuery"
1657,Quinn Group,Tech,Data Scientist,"Reinforcement Learning, GCP, TensorFlow, Pandas",Mid,Internship,"East Michael, UY",40844-100312,05-09-2024,Large,FastAPI
1658,Mills-Mitchell,Finance,Data Scientist,"PyTorch, NumPy, MLflow",Entry,Full-time,"Bryantton, CO",100222-147306,18-07-2025,Large,"BigQuery, FastAPI"
1659,"Andrews, Sanchez and Carroll",Healthcare,Data Analyst,"Reinforcement Learning, Python, PyTorch, Keras",Mid,Internship,"Anthonyberg, DM",140982-222224,22-08-2024,Large,"LangChain, KDB+"
1660,Smith and Sons,Automotive,NLP Engineer,"PyTorch, NumPy, Power BI",Mid,Internship,"Meyermouth, GN",78788-132832,26-12-2023,Large,"KDB+, BigQuery"
1661,Smith-Hall,Tech,AI Researcher,"Flask, Keras, GCP, Power BI",Entry,Remote,"South Dustinbury, BY",114070-148337,23-07-2025,Large,KDB+
1662,"Anderson, Tucker and Phillips",Healthcare,Data Scientist,"Scikit-learn, GCP, MLflow",Mid,Remote,"Jenniferborough, CO",76395-94209,08-12-2023,Large,"FastAPI, Scikit-learn, LangChain"
1663,Kirk-Meyers,Retail,Quant Researcher,"Scikit-learn, CUDA, Python",Entry,Full-time,"New Jose, ET",90605-115084,15-03-2024,Mid,"PyTorch, FastAPI"
1664,Bishop-Contreras,Tech,Computer Vision Engineer,"PyTorch, Excel, TensorFlow, Scikit-learn, Power BI",Mid,Internship,"South Ronaldfurt, BB",47724-147228,07-06-2024,Startup,"KDB+, LangChain"
1665,"Poole, Ramirez and Sims",Education,NLP Engineer,"Reinforcement Learning, MLflow, Scikit-learn, Flask, Python, FastAPI",Mid,Contract,"East David, BW",143188-230467,04-04-2024,Mid,"FastAPI, KDB+, LangChain"
1666,Sandoval Ltd,E-commerce,AI Researcher,"LangChain, Hugging Face, Scikit-learn, Flask, Reinforcement Learning, Excel",Mid,Remote,"Williamsville, EG",96395-136894,29-09-2023,Startup,"TensorFlow, PyTorch, Scikit-learn"
1667,Skinner Inc,Education,ML Engineer,"Keras, R, Power BI, LangChain",Entry,Contract,"Port James, BS",98076-190690,13-07-2024,Startup,KDB+
1668,"Kelly, Pace and Rodriguez",Retail,Data Analyst,"Hugging Face, SQL, LangChain, Reinforcement Learning",Entry,Remote,"Esparzaberg, SY",134169-175155,04-05-2024,Mid,LangChain
1669,Hunt-Phillips,Finance,ML Engineer,"PyTorch, Python, Azure, C++, GCP",Entry,Remote,"New Emily, DJ",132041-213587,16-05-2025,Large,"PyTorch, Scikit-learn, LangChain"
1670,Edwards-Jones,E-commerce,Computer Vision Engineer,"TensorFlow, C++, AWS, CUDA",Entry,Internship,"Stephanieside, KG",60346-76165,25-02-2024,Large,"KDB+, TensorFlow"
1671,"Williams, Glass and Benson",Finance,Data Scientist,"Flask, NumPy, C++, Keras, Power BI",Entry,Internship,"Matthewburgh, GB",129117-207452,27-11-2024,Large,"FastAPI, TensorFlow"
1672,"Jackson, Carrillo and Anderson",Healthcare,AI Researcher,"Scikit-learn, Azure, MLflow, LangChain, TensorFlow",Mid,Full-time,"Dustinborough, LT",119535-171930,09-01-2025,Startup,PyTorch
1673,Richardson and Sons,Automotive,NLP Engineer,"Excel, C++, MLflow, Pandas",Senior,Full-time,"Lake Austin, AT",79319-134930,06-02-2025,Startup,PyTorch
1674,"Weber, Thompson and Williams",Healthcare,Data Analyst,"GCP, MLflow, Reinforcement Learning, SQL, Azure, Scikit-learn",Senior,Full-time,"Valenciafort, RW",120828-200601,17-05-2025,Large,"PyTorch, TensorFlow"
1675,"Lee, Scott and Franco",Education,ML Engineer,"R, C++, FastAPI, Excel",Mid,Contract,"Shawnfurt, LK",70609-83950,14-01-2024,Mid,"KDB+, FastAPI"
1676,Wright Group,Finance,Quant Researcher,"Python, Hugging Face, R",Mid,Remote,"Josephville, MW",88910-103296,09-03-2025,Large,MLflow
1677,Daniels and Sons,Tech,NLP Engineer,"TensorFlow, Python, AWS, Power BI, NumPy",Entry,Remote,"Shannonhaven, MY",90926-181068,08-04-2025,Startup,Scikit-learn
1678,"Taylor, Hodges and Martinez",E-commerce,AI Product Manager,"Python, PyTorch, GCP, Keras, Azure, Flask",Mid,Full-time,"Charlesville, VA",64447-150120,19-11-2024,Large,"KDB+, BigQuery"
1679,Hanson-Weeks,Education,AI Product Manager,"GCP, SQL, Power BI, CUDA, AWS",Mid,Full-time,"Wilsonberg, PA",121010-149594,14-04-2025,Large,KDB+
1680,Barton-Kirby,Automotive,ML Engineer,"GCP, TensorFlow, MLflow",Mid,Contract,"West Aliceberg, LV",117833-141489,24-06-2024,Large,PyTorch
1681,Johnson Inc,Retail,AI Researcher,"SQL, Pandas, Excel",Entry,Internship,"Rioston, AF",51913-102370,03-10-2023,Large,"LangChain, KDB+"
1682,"Schmitt, James and Campbell",E-commerce,Computer Vision Engineer,"FastAPI, SQL, Pandas, TensorFlow, MLflow",Mid,Contract,"Port Joanne, AZ",74357-107271,15-09-2024,Large,"KDB+, TensorFlow, LangChain"
1683,Yates-Brown,Automotive,Quant Researcher,"PyTorch, Flask, Reinforcement Learning, Power BI",Entry,Full-time,"Port Samuel, IQ",57249-146172,26-09-2024,Startup,"KDB+, LangChain"
1684,"James, Wagner and Johnson",Finance,Computer Vision Engineer,"Flask, AWS, Hugging Face",Entry,Contract,"Stevenmouth, MK",145971-240361,23-05-2025,Mid,"TensorFlow, LangChain"
1685,Cummings-Reyes,Retail,AI Product Manager,"Hugging Face, Azure, CUDA, NumPy",Senior,Full-time,"Port Mindyborough, SI",58633-95916,20-12-2023,Mid,"PyTorch, FastAPI"
1686,Bishop Ltd,Retail,Computer Vision Engineer,"FastAPI, Keras, Hugging Face, Azure, NumPy",Senior,Internship,"Cartershire, DK",146101-170747,07-11-2023,Large,BigQuery
1687,Daniels-Jones,Retail,Computer Vision Engineer,"TensorFlow, NumPy, CUDA, Python, AWS, Pandas",Entry,Full-time,"Olsontown, MK",108220-173637,26-05-2025,Startup,MLflow
1688,Reed-Wilson,E-commerce,Quant Researcher,"Scikit-learn, Reinforcement Learning, Pandas, Azure, R, GCP",Entry,Remote,"Edgarhaven, MX",131341-220958,01-12-2024,Large,TensorFlow
1689,Smith-Moore,Healthcare,Data Analyst,"LangChain, Scikit-learn, Azure, Python, Pandas",Mid,Contract,"Gabrielport, TT",94305-136651,04-03-2024,Mid,"TensorFlow, KDB+"
1690,Briggs-House,Tech,Data Analyst,"GCP, Python, PyTorch, Excel, Power BI",Mid,Internship,"South Brandon, MG",118072-133131,12-02-2024,Large,"MLflow, LangChain"
1691,"Chen, Moore and Ray",Tech,Computer Vision Engineer,"R, LangChain, FastAPI, Reinforcement Learning, Pandas, GCP",Mid,Full-time,"Lewisville, SZ",49623-89723,23-03-2024,Startup,"LangChain, FastAPI"
1692,Torres-King,Healthcare,AI Researcher,"CUDA, MLflow, C++, Python, Power BI, NumPy",Entry,Internship,"East Bryanton, KP",89682-171002,30-07-2024,Large,FastAPI
1693,"Johnson, Espinoza and Ali",Healthcare,AI Product Manager,"FastAPI, C++, R, TensorFlow, Reinforcement Learning",Mid,Contract,"Cynthialand, ZM",124069-218603,20-04-2025,Startup,PyTorch
1694,Blackwell Ltd,Tech,Data Scientist,"TensorFlow, SQL, AWS, PyTorch, LangChain",Mid,Remote,"Stevenberg, SM",77044-89787,19-10-2023,Startup,PyTorch
1695,Day-Mckee,Healthcare,Data Analyst,"LangChain, MLflow, Azure, Pandas",Entry,Internship,"Amytown, TD",57934-125813,08-01-2025,Large,KDB+
1696,Ellis LLC,Retail,AI Researcher,"C++, R, CUDA, Pandas, Azure",Entry,Contract,"Lake Michaelberg, IN",40829-57416,01-02-2024,Mid,"BigQuery, Scikit-learn"
1697,Good-Gordon,Automotive,Data Scientist,"Keras, PyTorch, Flask",Entry,Internship,"South Anthonymouth, HR",104387-170859,06-10-2023,Large,KDB+
1698,Taylor Ltd,Automotive,Quant Researcher,"Keras, SQL, PyTorch, Python, Pandas, Azure",Mid,Remote,"East Andrew, OM",129320-228375,06-01-2024,Mid,"MLflow, TensorFlow"
1699,Walker LLC,Finance,ML Engineer,"AWS, Scikit-learn, Azure, Python, TensorFlow, LangChain",Mid,Internship,"Port Matthew, VN",137419-167806,11-09-2025,Large,PyTorch
1700,"Simpson, Davis and Higgins",Automotive,Computer Vision Engineer,"Flask, R, Excel",Mid,Full-time,"Cassidybury, MU",147739-162992,31-01-2024,Startup,LangChain
1701,Simpson Group,Retail,AI Researcher,"TensorFlow, NumPy, FastAPI",Entry,Remote,"Arnoldmouth, NE",62811-122081,14-02-2025,Startup,"BigQuery, LangChain, MLflow"
1702,"Klein, Ward and Cooper",Retail,Data Scientist,"Reinforcement Learning, GCP, TensorFlow",Senior,Full-time,"Huntville, HN",136329-162722,30-11-2024,Large,"Scikit-learn, MLflow, LangChain"
1703,Horton-Collins,E-commerce,Data Scientist,"Azure, Excel, Power BI, SQL",Senior,Internship,"Georgemouth, UZ",103453-183004,26-11-2024,Large,Scikit-learn
1704,"Johnson, Oconnell and Williams",Finance,AI Product Manager,"PyTorch, TensorFlow, SQL, LangChain, CUDA",Mid,Remote,"Lake Bradley, AU",72972-126528,07-02-2025,Large,"FastAPI, Scikit-learn"
1705,"Powers, Lewis and Stewart",E-commerce,NLP Engineer,"Flask, Azure, R",Senior,Full-time,"Andrewview, NA",82976-173654,22-10-2023,Large,PyTorch
1706,"Foley, Green and Farley",E-commerce,Data Analyst,"Power BI, GCP, Hugging Face",Entry,Remote,"Port Ashlee, LI",131943-173682,02-10-2023,Startup,"Scikit-learn, BigQuery"
1707,Smith-Fernandez,Tech,AI Product Manager,"Excel, Hugging Face, R",Entry,Contract,"South Ruthview, CI",82505-101984,05-08-2025,Mid,"FastAPI, Scikit-learn, MLflow"
1708,"Smith, Tapia and Jones",Education,Quant Researcher,"NumPy, Power BI, LangChain, C++, Keras, SQL",Mid,Contract,"East Martin, GB",68140-81958,24-03-2024,Mid,KDB+
1709,Sanchez Ltd,Retail,AI Product Manager,"SQL, LangChain, AWS, NumPy, Azure",Senior,Internship,"Port Anna, PG",96190-108045,15-08-2024,Startup,"Scikit-learn, BigQuery, MLflow"
1710,Floyd Ltd,Healthcare,Computer Vision Engineer,"Python, C++, NumPy, Reinforcement Learning, GCP",Mid,Internship,"Clarkefort, MD",99962-156102,26-09-2023,Large,"MLflow, TensorFlow"
1711,Clark-Holloway,Tech,Data Analyst,"Python, Reinforcement Learning, CUDA",Senior,Internship,"Karenland, AL",83481-108793,21-12-2023,Mid,"Scikit-learn, TensorFlow"
1712,Johnson Ltd,E-commerce,ML Engineer,"TensorFlow, Azure, LangChain, Flask, Excel",Mid,Contract,"Sosaview, CI",64006-146071,21-01-2024,Startup,Scikit-learn
1713,Fox-Cochran,Finance,ML Engineer,"Azure, SQL, Reinforcement Learning, PyTorch, Hugging Face",Mid,Full-time,"South Marymouth, UG",139090-189499,16-01-2025,Startup,"LangChain, PyTorch"
1714,"Villarreal, Ellis and Crane",Education,NLP Engineer,"Flask, CUDA, FastAPI, Pandas, Excel",Mid,Full-time,"New Williamshire, LI",128590-227043,12-04-2025,Mid,"TensorFlow, BigQuery"
1715,"Fox, Davis and Houston",Finance,Quant Researcher,"C++, GCP, LangChain, PyTorch, FastAPI",Senior,Remote,"Gregoryborough, TN",134084-221937,16-03-2024,Large,"Scikit-learn, TensorFlow, KDB+"
1716,Nash-Perry,Tech,AI Researcher,"C++, PyTorch, Power BI",Entry,Full-time,"Thomasberg, MZ",115909-139125,06-01-2025,Mid,MLflow
1717,Murphy and Sons,Healthcare,AI Researcher,"Python, Reinforcement Learning, CUDA, Flask, Excel",Senior,Internship,"West Vernon, LA",149070-195129,16-07-2025,Startup,BigQuery
1718,Bailey Inc,Tech,Quant Researcher,"R, C++, Hugging Face, Scikit-learn, Python, LangChain",Senior,Full-time,"Johnsonburgh, HR",97778-137738,03-09-2024,Large,MLflow
1719,Wright PLC,E-commerce,NLP Engineer,"FastAPI, NumPy, LangChain, Scikit-learn, Power BI",Senior,Internship,"South James, JM",110485-197629,07-10-2023,Mid,"MLflow, PyTorch"
1720,Grimes-Cruz,Healthcare,Data Analyst,"Scikit-learn, Hugging Face, LangChain",Entry,Contract,"West Nicolefurt, US",145486-222351,03-10-2024,Large,"PyTorch, KDB+, LangChain"
1721,"Spence, Mcconnell and Fleming",Automotive,Data Analyst,"AWS, PyTorch, C++, FastAPI",Senior,Full-time,"Garrettville, NR",73608-161245,06-11-2024,Large,"FastAPI, LangChain, MLflow"
1722,Rush Inc,Finance,AI Researcher,"Python, Scikit-learn, Pandas",Mid,Full-time,"North Mary, BA",126809-151152,24-02-2025,Mid,TensorFlow
1723,Davis PLC,Automotive,Computer Vision Engineer,"C++, Pandas, NumPy, R",Entry,Full-time,"Lake Paulside, TH",64760-118946,29-07-2024,Mid,"BigQuery, LangChain"
1724,Beard Group,Retail,Data Scientist,"FastAPI, Scikit-learn, CUDA",Entry,Full-time,"Williamchester, BG",52280-123227,19-06-2025,Mid,"LangChain, KDB+, BigQuery"
1725,Johnson-Marshall,Healthcare,Data Analyst,"Reinforcement Learning, C++, GCP, AWS, FastAPI",Senior,Internship,"New Timothy, KG",68612-166635,08-06-2025,Startup,"Scikit-learn, FastAPI"
1726,Adams and Sons,Retail,AI Product Manager,"R, Hugging Face, Flask, NumPy, Keras, C++",Entry,Internship,"Duncanhaven, KH",138615-197243,17-10-2023,Mid,KDB+
1727,"Baker, Lawson and Newton",E-commerce,AI Product Manager,"MLflow, TensorFlow, Power BI, CUDA, NumPy, PyTorch",Entry,Internship,"Perezstad, PW",121197-202610,29-09-2023,Startup,BigQuery
1728,Chandler Group,Tech,AI Product Manager,"PyTorch, Scikit-learn, C++",Mid,Internship,"New Abigail, SD",134410-177448,27-09-2023,Large,MLflow
1729,Hensley LLC,Healthcare,Quant Researcher,"Power BI, Hugging Face, NumPy, R, PyTorch, Keras",Entry,Internship,"Johnstad, CH",80993-138061,28-11-2023,Mid,KDB+
1730,"Burke, Mitchell and Wright",Education,NLP Engineer,"Power BI, Hugging Face, Keras",Mid,Internship,"Flemingmouth, TM",77685-142876,29-09-2024,Large,"LangChain, TensorFlow, MLflow"
1731,Hernandez Ltd,Retail,AI Product Manager,"Flask, GCP, MLflow, Pandas",Mid,Full-time,"New Nicoleview, KM",125294-146737,29-08-2024,Startup,"BigQuery, PyTorch"
1732,Meadows and Sons,Healthcare,Data Analyst,"Pandas, Power BI, MLflow, Python, AWS",Senior,Internship,"New Michaelland, IR",127211-147416,20-03-2025,Startup,"MLflow, KDB+"
1733,Barr PLC,Healthcare,ML Engineer,"TensorFlow, LangChain, AWS",Senior,Full-time,"New Chaseberg, PK",122827-192222,27-05-2024,Startup,"TensorFlow, KDB+, FastAPI"
1734,Marshall Inc,Healthcare,Data Scientist,"CUDA, Hugging Face, Python",Entry,Remote,"Port James, IE",76718-113040,07-11-2023,Mid,"FastAPI, PyTorch, TensorFlow"
1735,"Steele, Sherman and Liu",E-commerce,Data Scientist,"R, Python, LangChain, FastAPI",Entry,Full-time,"Stuartchester, PS",69019-161590,15-05-2025,Large,"BigQuery, FastAPI, PyTorch"
1736,"Crane, Johnson and Robinson",Automotive,AI Product Manager,"Keras, Excel, GCP",Entry,Remote,"Ericside, BI",118645-155704,03-03-2025,Startup,"KDB+, FastAPI, MLflow"
1737,Ferguson PLC,Automotive,Quant Researcher,"Reinforcement Learning, Excel, NumPy, PyTorch, Pandas, SQL",Entry,Internship,"Johnsonmouth, TN",92698-140658,21-03-2024,Large,"FastAPI, LangChain"
1738,Marshall Group,Healthcare,Data Analyst,"Pandas, Power BI, SQL",Senior,Remote,"Zacharyside, PG",136382-182715,14-02-2025,Startup,"KDB+, LangChain"
1739,"Williams, Brown and Howard",Retail,Computer Vision Engineer,"R, Hugging Face, Flask",Mid,Full-time,"Owensborough, GE",149696-227014,22-08-2024,Large,"LangChain, FastAPI, TensorFlow"
1740,"Miller, Waters and Clark",Education,ML Engineer,"Power BI, CUDA, AWS",Entry,Remote,"Lake John, CO",71669-113847,21-12-2023,Mid,"Scikit-learn, BigQuery, KDB+"
1741,Montgomery Inc,Healthcare,Data Analyst,"Flask, TensorFlow, C++",Senior,Internship,"West Coreyton, VE",119078-145795,15-03-2024,Large,"KDB+, FastAPI, PyTorch"
1742,Middleton and Sons,Healthcare,Data Scientist,"Scikit-learn, Python, Hugging Face, Pandas, Keras, MLflow",Senior,Full-time,"Lake Melissa, LY",126591-151914,14-12-2023,Mid,"BigQuery, MLflow"
